longitude,latitude,value
-47.684835725391984,-21.550963277612613,-0.18521007895469666
-47.68474062475435,-21.550963277612613,-0.22401651740074158
-47.6846455241167,-21.550963277612613,-0.2141910344362259
-47.68455042347906,-21.550963277612613,-0.1879204660654068
-47.684455322841416,-21.550963277612613,-0.15709224343299866
-47.68436022220377,-21.550963277612613,-0.1442936360836029
-47.684265121566135,-21.550963277612613,-0.15233638882637024
-47.68417002092849,-21.550963277612613,-0.1531369984149933
-47.68407492029085,-21.550963277612613,-0.14192624390125275
-47.6839798196532,-21.550963277612613,-0.14012493193149567
-47.68388471901556,-21.550963277612613,-0.14624865353107452
-47.68378961837792,-21.550963277612613,-0.1403624564409256
-47.68369451774028,-21.550963277612613,-0.12986399233341217
-47.683599417102634,-21.550963277612613,-0.12427033483982086
-47.68350431646499,-21.550963277612613,-0.12711231410503387
-47.68340921582735,-21.550963277612613,-0.12709029018878937
-47.68331411518971,-21.550963277612613,-0.11819115281105042
-47.683219014552066,-21.550963277612613,-0.10406338423490524
-47.68312391391442,-21.550963277612613,-0.09892828017473221
-47.68302881327678,-21.550963277612613,-0.1017763540148735
-47.68293371263914,-21.550963277612613,-0.1042638048529625
-47.6828386120015,-21.550963277612613,-0.10616305470466614
-47.68274351136385,-21.550963277612613,-0.09788978099822998
-47.68264841072621,-21.550963277612613,-0.09455589205026627
-47.682553310088565,-21.550963277612613,-0.09475929290056229
-47.68245820945093,-21.550963277612613,-0.10308349132537842
-47.682363108813284,-21.550963277612613,-0.11702094227075577
-47.68226800817564,-21.550963277612613,-0.08662653714418411
-47.682172907537996,-21.550963277612613,-0.08681300282478333
-47.68207780690036,-21.550963277612613,-0.08159373700618744
-47.681982706262716,-21.550963277612613,-0.08239865303039551
-47.68188760562507,-21.550963277612613,-0.09350334852933884
-47.68179250498743,-21.550963277612613,-0.07582054287195206
-47.681697404349784,-21.550963277612613,-0.08182225376367569
-47.68160230371215,-21.550963277612613,-0.09798070788383484
-47.6815072030745,-21.550963277612613,-0.10999664664268494
-47.68141210243686,-21.550963277612613,-0.0988861694931984
-47.681317001799215,-21.550963277612613,-0.09152895212173462
-47.68122190116158,-21.550963277612613,-0.10454074293375015
-47.681126800523934,-21.550963277612613,-0.10516964644193649
-47.68103169988629,-21.550963277612613,-0.11553043127059937
-47.680936599248646,-21.550963277612613,-0.11876405775547028
-47.680841498611,-21.550963277612613,-0.11897522956132889
-47.680746397973365,-21.550963277612613,-0.11918236315250397
-47.68065129733572,-21.550963277612613,-0.12520776689052582
-47.68055619669808,-21.550963277612613,-0.12164437770843506
-47.680461096060434,-21.550963277612613,-0.11739206314086914
-47.68036599542279,-21.550963277612613,-0.1261567920446396
-47.68027089478515,-21.550963277612613,-0.11323232203722
-47.68017579414751,-21.550963277612613,-0.10356269776821136
-47.680080693509865,-21.550963277612613,-0.09345484524965286
-47.67998559287222,-21.550963277612613,-0.09428686648607254
-47.679890492234584,-21.550963277612613,-0.09602987766265869
-47.67979539159694,-21.550963277612613,-0.08850649744272232
-47.679700290959296,-21.550963277612613,-0.06738286465406418
-47.67960519032165,-21.550963277612613,-0.05392913147807121
-47.67951008968401,-21.550963277612613,-0.05498751997947693
