longitude,latitude,value
-47.684835725391984,-21.550963277612613,0.30528342723846436
-47.68474062475435,-21.550963277612613,0.24510835111141205
-47.6846455241167,-21.550963277612613,0.20416617393493652
-47.68455042347906,-21.550963277612613,0.18073660135269165
-47.684455322841416,-21.550963277612613,0.1818276345729828
-47.68436022220377,-21.550963277612613,0.173773393034935
-47.684265121566135,-21.550963277612613,0.17060311138629913
-47.68417002092849,-21.550963277612613,0.17577087879180908
-47.68407492029085,-21.550963277612613,0.1703595519065857
-47.6839798196532,-21.550963277612613,0.15289659798145294
-47.68388471901556,-21.550963277612613,0.14968852698802948
-47.68378961837792,-21.550963277612613,0.15995648503303528
-47.68369451774028,-21.550963277612613,0.16721409559249878
-47.683599417102634,-21.550963277612613,0.17493261396884918
-47.68350431646499,-21.550963277612613,0.16176775097846985
-47.68340921582735,-21.550963277612613,0.15791353583335876
-47.68331411518971,-21.550963277612613,0.16970692574977875
-47.683219014552066,-21.550963277612613,0.2040625363588333
-47.68312391391442,-21.550963277612613,0.18646229803562164
-47.68302881327678,-21.550963277612613,0.18727383017539978
-47.68293371263914,-21.550963277612613,0.17236727476119995
-47.6828386120015,-21.550963277612613,0.15418954193592072
-47.68274351136385,-21.550963277612613,0.1862279772758484
-47.68264841072621,-21.550963277612613,0.1908511221408844
-47.682553310088565,-21.550963277612613,0.1750115305185318
-47.68245820945093,-21.550963277612613,0.18060392141342163
-47.682363108813284,-21.550963277612613,0.17610429227352142
-47.68226800817564,-21.550963277612613,0.2049778550863266
-47.682172907537996,-21.550963277612613,0.2143806517124176
-47.68207780690036,-21.550963277612613,0.2241029441356659
-47.681982706262716,-21.550963277612613,0.2210465669631958
-47.68188760562507,-21.550963277612613,0.21137693524360657
-47.68179250498743,-21.550963277612613,0.23304565250873566
-47.681697404349784,-21.550963277612613,0.22312551736831665
-47.68160230371215,-21.550963277612613,0.16690072417259216
-47.6815072030745,-21.550963277612613,0.15668216347694397
-47.68141210243686,-21.550963277612613,0.20872947573661804
-47.681317001799215,-21.550963277612613,0.2272714525461197
-47.68122190116158,-21.550963277612613,0.24300098419189453
-47.681126800523934,-21.550963277612613,0.22812700271606445
-47.68103169988629,-21.550963277612613,0.20747928321361542
-47.680936599248646,-21.550963277612613,0.18939058482646942
-47.680841498611,-21.550963277612613,0.18383613228797913
-47.680746397973365,-21.550963277612613,0.1791619509458542
-47.68065129733572,-21.550963277612613,0.1588543951511383
-47.68055619669808,-21.550963277612613,0.16749228537082672
-47.680461096060434,-21.550963277612613,0.18561039865016937
-47.68036599542279,-21.550963277612613,0.1665201187133789
-47.68027089478515,-21.550963277612613,0.16546230018138885
-47.68017579414751,-21.550963277612613,0.15396970510482788
-47.680080693509865,-21.550963277612613,0.18241414427757263
-47.67998559287222,-21.550963277612613,0.16165360808372498
-47.679890492234584,-21.550963277612613,0.15490064024925232
-47.67979539159694,-21.550963277612613,0.15593187510967255
-47.679700290959296,-21.550963277612613,0.178602933883667
-47.67960519032165,-21.550963277612613,0.18912924826145172
-47.67951008968401,-21.550963277612613,0.1852913498878479
-47.67941498904637,-21.550963277612613,0.1943194717168808
-47.67931988840873,-21.550963277612613,0.20114515721797943
-47.67922478777108,-21.550963277612613,0.1959729939699173
-47.67912968713344,-21.550963277612613,0.19166061282157898
-47.679034586495796,-21.550963277612613,0.19281533360481262
-47.67893948585816,-21.550963277612613,0.1983155757188797
