longitude,latitude,value
-47.684835725391984,-21.550963277612613,0.1232229545712471
-47.68474062475435,-21.550963277612613,0.09452813118696213
-47.6846455241167,-21.550963277612613,0.07782086730003357
-47.68455042347906,-21.550963277612613,0.06811286509037018
-47.684455322841416,-21.550963277612613,0.06638015061616898
-47.68436022220377,-21.550963277612613,0.06314615160226822
-47.684265121566135,-21.550963277612613,0.06133822724223137
-47.68417002092849,-21.550963277612613,0.06250375509262085
-47.68407492029085,-21.550963277612613,0.06123310327529907
-47.6839798196532,-21.550963277612613,0.05610280483961105
-47.68388471901556,-21.550963277612613,0.05356288328766823
-47.68378961837792,-21.550963277612613,0.05611865222454071
-47.68369451774028,-21.550963277612613,0.06081465631723404
-47.683599417102634,-21.550963277612613,0.06502977013587952
-47.68350431646499,-21.550963277612613,0.06020915508270264
-47.68340921582735,-21.550963277612613,0.0577758252620697
-47.68331411518971,-21.550963277612613,0.060869112610816956
-47.683219014552066,-21.550963277612613,0.07110118120908737
-47.68312391391442,-21.550963277612613,0.06848078221082687
-47.68302881327678,-21.550963277612613,0.06788179278373718
-47.68293371263914,-21.550963277612613,0.06055867671966553
-47.6828386120015,-21.550963277612613,0.05593220889568329
-47.68274351136385,-21.550963277612613,0.06676151603460312
-47.68264841072621,-21.550963277612613,0.06864219903945923
-47.682553310088565,-21.550963277612613,0.06394805759191513
-47.68245820945093,-21.550963277612613,0.06466599553823471
-47.682363108813284,-21.550963277612613,0.062595896422863
-47.68226800817564,-21.550963277612613,0.07332658767700195
-47.682172907537996,-21.550963277612613,0.07251030951738358
-47.68207780690036,-21.550963277612613,0.07538369297981262
-47.681982706262716,-21.550963277612613,0.07231445610523224
-47.68188760562507,-21.550963277612613,0.06995394080877304
-47.68179250498743,-21.550963277612613,0.07870659232139587
-47.681697404349784,-21.550963277612613,0.07556122541427612
-47.68160230371215,-21.550963277612613,0.05973110720515251
-47.6815072030745,-21.550963277612613,0.05447777733206749
-47.68141210243686,-21.550963277612613,0.07224129885435104
-47.681317001799215,-21.550963277612613,0.07472217828035355
-47.68122190116158,-21.550963277612613,0.07562998682260513
-47.681126800523934,-21.550963277612613,0.07731291651725769
-47.68103169988629,-21.550963277612613,0.07001342624425888
-47.680936599248646,-21.550963277612613,0.06693242490291595
-47.680841498611,-21.550963277612613,0.06726802885532379
-47.680746397973365,-21.550963277612613,0.06612388044595718
-47.68065129733572,-21.550963277612613,0.061294104903936386
-47.68055619669808,-21.550963277612613,0.06409206241369247
-47.680461096060434,-21.550963277612613,0.0696677416563034
-47.68036599542279,-21.550963277612613,0.06410577148199081
-47.68027089478515,-21.550963277612613,0.06219199672341347
-47.68017579414751,-21.550963277612613,0.05790609121322632
-47.680080693509865,-21.550963277612613,0.06493297964334488
-47.67998559287222,-21.550963277612613,0.060164377093315125
-47.679890492234584,-21.550963277612613,0.05684390664100647
-47.67979539159694,-21.550963277612613,0.05742212384939194
-47.679700290959296,-21.550963277612613,0.06267798691987991
-47.67960519032165,-21.550963277612613,0.0672023817896843
-47.67951008968401,-21.550963277612613,0.06515789031982422
-47.67941498904637,-21.550963277612613,0.06662233918905258
-47.67931988840873,-21.550963277612613,0.0692097395658493
-47.67922478777108,-21.550963277612613,0.06515908241271973
-47.67912968713344,-21.550963277612613,0.06560485810041428
-47.679034586495796,-21.550963277612613,0.06562579423189163
-47.67893948585816,-21.550963277612613,0.06766374409198761
-47.678844385220515,-21.550963277612613,0.06663230806589127
-47.67874928458287,-21.550963277612613,0.0682358592748642
-47.67865418394523,-21.550963277612613,0.07220098376274109
-47.67855908330759,-21.550963277612613,0.07641186565160751
-47.678463982669946,-21.550963277612613,0.07589876651763916
-47.6783688820323,-21.550963277612613,0.07257848978042603
-47.67827378139466,-21.550963277612613,0.06798121333122253
-47.678178680757014,-21.550963277612613,0.06461765617132187
-47.67808358011938,-21.550963277612613,0.06563450396060944
-47.67798847948173,-21.550963277612613,0.0676368698477745
-47.67789337884409,-21.550963277612613,0.06799008697271347
-47.677798278206446,-21.550963277612613,0.06549161672592163
-47.67770317756881,-21.550963277612613,0.06343812495470047
-47.677608076931165,-21.550963277612613,0.06445800513029099
-47.67751297629352,-21.550963277612613,0.06295637786388397
-47.67741787565588,-21.550963277612613,0.05911015346646309
-47.67732277501823,-21.550963277612613,0.0610782615840435
-47.677227674380596,-21.550963277612613,0.06356680393218994
-47.67713257374295,-21.550963277612613,0.06558645516633987
-47.67703747310531,-21.550963277612613,0.06648138165473938
-47.676942372467664,-21.550963277612613,0.06679752469062805
-47.67684727183002,-21.550963277612613,0.06722508370876312
-47.67675217119238,-21.550963277612613,0.06694616377353668
-47.67665707055474,-21.550963277612613,0.0725722536444664
-47.676561969917095,-21.550963277612613,0.07002362608909607
-47.67646686927945,-21.550963277612613,0.06274266541004181
-47.676371768641815,-21.550963277612613,0.06739945709705353
-47.67627666800417,-21.550963277612613,0.07589897513389587
-47.67618156736653,-21.550963277612613,0.06994111835956573
-47.67608646672888,-21.550963277612613,0.06930843740701675
-47.67599136609124,-21.550963277612613,0.05965740978717804
-47.6758962654536,-21.550963277612613,0.061362650245428085
-47.67580116481596,-21.550963277612613,0.07498276233673096
-47.675706064178314,-21.550963277612613,0.06785909086465836
-47.67561096354067,-21.550963277612613,0.07260268181562424
-47.675515862903026,-21.550963277612613,0.07313801348209381
-47.67542076226539,-21.550963277612613,0.07206366956233978
-47.675325661627745,-21.550963277612613,0.07939647883176804
-47.6752305609901,-21.550963277612613,0.07726675271987915
-47.67513546035246,-21.550963277612613,0.08479000627994537
-47.684835725391984,-21.551058378250257,0.11395873874425888
-47.68474062475435,-21.551058378250257,0.07784619927406311
-47.6846455241167,-21.551058378250257,0.06798400729894638
-47.68455042347906,-21.551058378250257,0.06341546028852463
-47.684455322841416,-21.551058378250257,0.06572149693965912
-47.68436022220377,-21.551058378250257,0.06809603422880173
-47.684265121566135,-21.551058378250257,0.06469700485467911
-47.68417002092849,-21.551058378250257,0.05901094898581505
-47.68407492029085,-21.551058378250257,0.059286825358867645
-47.6839798196532,-21.551058378250257,0.05783785134553909
-47.68388471901556,-21.551058378250257,0.057802531868219376
-47.68378961837792,-21.551058378250257,0.058505281805992126
-47.68369451774028,-21.551058378250257,0.058787889778614044
-47.683599417102634,-21.551058378250257,0.06548894196748734
-47.68350431646499,-21.551058378250257,0.06028098613023758
-47.68340921582735,-21.551058378250257,0.05799853429198265
-47.68331411518971,-21.551058378250257,0.06481768935918808
-47.683219014552066,-21.551058378250257,0.0653163269162178
-47.68312391391442,-21.551058378250257,0.06463275104761124
-47.68302881327678,-21.551058378250257,0.06567895412445068
-47.68293371263914,-21.551058378250257,0.06581860780715942
-47.6828386120015,-21.551058378250257,0.06527393311262131
-47.68274351136385,-21.551058378250257,0.06882506608963013
-47.68264841072621,-21.551058378250257,0.06833290308713913
-47.682553310088565,-21.551058378250257,0.06745368242263794
-47.68245820945093,-21.551058378250257,0.07388404756784439
-47.682363108813284,-21.551058378250257,0.07048650830984116
-47.68226800817564,-21.551058378250257,0.06511054933071136
-47.682172907537996,-21.551058378250257,0.0702863559126854
-47.68207780690036,-21.551058378250257,0.0689338743686676
-47.681982706262716,-21.551058378250257,0.06956229358911514
-47.68188760562507,-21.551058378250257,0.07222279906272888
-47.68179250498743,-21.551058378250257,0.06485763937234879
-47.681697404349784,-21.551058378250257,0.06559010595083237
-47.68160230371215,-21.551058378250257,0.061965979635715485
-47.6815072030745,-21.551058378250257,0.07563993334770203
-47.68141210243686,-21.551058378250257,0.06953476369380951
-47.681317001799215,-21.551058378250257,0.06446411460638046
-47.68122190116158,-21.551058378250257,0.06689412146806717
-47.681126800523934,-21.551058378250257,0.06542553007602692
-47.68103169988629,-21.551058378250257,0.06077950820326805
-47.680936599248646,-21.551058378250257,0.05981871485710144
-47.680841498611,-21.551058378250257,0.05844705179333687
-47.680746397973365,-21.551058378250257,0.06247797608375549
-47.68065129733572,-21.551058378250257,0.06417769938707352
-47.68055619669808,-21.551058378250257,0.06074208766222
-47.680461096060434,-21.551058378250257,0.06189291551709175
-47.68036599542279,-21.551058378250257,0.06289535760879517
-47.68027089478515,-21.551058378250257,0.06188344210386276
-47.68017579414751,-21.551058378250257,0.05924685299396515
-47.680080693509865,-21.551058378250257,0.06381239742040634
-47.67998559287222,-21.551058378250257,0.05830058455467224
-47.679890492234584,-21.551058378250257,0.054978854954242706
